e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,integer,log_integer
2,1,0,3,4,2,0,2,1,4,0,2,2,3,4,3,0,1,2,3,4,1,2,2,0,2,3,4,0,4,2,4,4,1,0,3,1,1,1,2,3,2,0,4,4,4,4,1,0,4,1742142616146477137656633182648051688004576733931951615655280346465369346796591931066355749360756789761826713652250277469405586056181020982940876934754555533014222377280991779111467065968594081597756,456.4669641571003
1,2,2,4,3,4,3,3,2,0,0,2,2,1,4,3,1,3,4,2,0,1,2,4,3,4,3,1,3,4,2,0,1,0,3,3,2,1,2,0,2,2,4,4,1,0,3,2,0,1,660374667760458961894369057046023019749400632093531850796343895921220915521338424410625886730483852313729413401183552472533332758742574961565161109974647247839491285493641439480077471850,427.8658793702873
4,2,3,4,4,1,0,1,1,2,4,2,4,1,3,4,3,4,1,2,1,4,2,4,3,0,3,2,4,2,2,2,2,3,3,4,1,2,4,4,2,3,3,1,0,4,1,2,4,0,7194711864583574182761806633894930849421048384957764242749933596821646183946838774749735283563154553269510341591364759485021111842019634167878346421993095139879498399272134025812137267369381331608580508218686204139538000,506.23948165861543
3,4,2,0,4,0,4,4,3,2,1,1,1,0,0,0,1,1,1,4,0,3,3,2,1,1,4,4,1,1,0,1,1,3,2,2,2,0,4,3,4,1,3,4,3,4,0,4,3,3,548391829727520825969027748249753320021210965158784945149568692211591111073270453775604739922271918848798633540019354075785852829917813408979787410604927438701312519396498258116364626624200,434.58781734608806
0,1,0,3,3,3,1,1,0,0,2,1,3,4,4,1,1,2,3,4,3,0,4,3,4,1,1,3,3,1,0,4,0,4,4,2,4,0,3,0,2,2,4,2,3,1,0,3,4,4,170189769947950507537974898342369754449096522868157021386910632332124508601338766054515912959504138622102466381762676323943825457921639249233310801365212543585876528642308882890642986968642463359854074791,467.9565178000723
4,4,3,1,4,4,0,4,2,0,2,0,4,0,1,1,0,1,2,4,2,3,2,0,0,4,1,0,0,2,0,2,2,1,2,2,1,2,0,3,3,1,1,4,2,4,4,2,1,4,1922321105151426847994073772121894690569660969994766815802939224767552098542679259064331021957984998630844004773184085351537790299663968999634036554278341881375834386000,387.48782898783037
1,2,2,1,1,4,4,0,2,4,1,2,3,4,0,3,1,1,3,1,2,3,3,2,3,1,4,1,3,4,2,1,4,3,0,4,4,2,4,4,1,0,1,4,1,2,4,4,4,3,6672537504386232834108364667592625397195586494640135425533798055902418030836365613883490798529957284813610009358477368185670664793844054673058816862996474019633400715126371107433003259685460359312086188584645556313265349150,513.0718908676987
3,0,2,2,2,2,1,4,3,1,4,3,2,1,2,3,0,4,1,4,3,4,0,0,1,0,4,1,0,0,0,2,1,3,2,0,4,2,0,2,2,4,1,1,0,1,2,2,4,1,1671810696450222007727175268402730028422414460376709646237231719131405001882550180803577798128809648458782081277802657906015266415906380176712863451328205021265400,373.53269235346164
0,4,2,0,4,2,2,0,0,4,2,4,2,3,3,3,1,3,3,1,0,3,2,3,4,0,1,2,1,4,2,2,4,3,2,4,0,2,4,3,2,4,4,3,4,3,0,4,2,4,2142693309793922038275144592439064422555916638718316823410760049547649631218431197693538742828245253662349008447936605695385875112224370224120096027747453004024315004082512274618662317824554990836745377815903010869383426519575,518.8437095173548
0,0,0,4,4,4,1,2,0,3,4,3,2,0,0,0,2,1,3,1,0,2,4,4,4,2,0,4,1,3,3,4,1,3,2,3,2,1,2,3,1,2,0,2,1,4,1,4,3,1,17211433784388823824616178507425389719814101157217773854100346739003474551195948346723452715243210810491087224164637350687748836910303458049823095881511463766092276875076327740346312966477211,438.0341564937487
1,1,3,0,2,1,2,3,0,4,0,4,3,2,0,4,4,3,0,2,1,4,0,4,4,4,1,1,0,0,3,1,1,4,1,3,1,4,2,2,0,3,4,2,3,2,0,4,0,1,25694285634756718878367268534901565981636790644489579421813848425815134978796113110809225887609292330057066231199864791008983047458592755169697307572712649235790362587699430556381116750,424.6193406362462
0,4,0,0,0,3,0,3,0,1,3,0,0,0,3,2,3,4,4,4,2,4,2,3,1,0,4,3,2,2,1,4,1,4,2,0,0,1,4,2,1,3,3,0,4,4,2,0,0,0,114786885620865215184845072949731615220681228860977255681368779666174912574776328422938440726580966887494258593097079234754169767160850873303316605065294519229621380915754451167,405.39288342157187
0,3,0,0,4,4,4,0,4,1,4,1,0,2,3,4,3,1,0,3,4,3,2,1,0,1,2,3,2,3,1,4,4,2,2,4,4,0,3,1,2,2,1,2,0,1,4,0,4,0,3859965801709348135127149182892753914460678612964389249238664717402706672782168857410173585524144176569766206883322403289008364748391282363329678252527083696023173000922446884369017502739329,436.53924089965136
2,4,4,2,4,2,1,3,1,3,0,1,1,2,1,0,0,4,0,2,1,4,3,2,2,2,1,1,3,3,3,3,3,0,1,4,2,4,0,1,1,3,0,4,1,1,4,1,2,3,16399885914150621580587983063456349888873282429577866028620085742990436624990647007231170430064299749564475383143659236895226837854600040768768421150372860311362810322568169647500,410.3548358382978
1,4,4,0,4,4,4,3,4,0,3,1,0,3,3,3,3,2,2,2,4,0,4,3,3,4,2,1,3,2,0,0,3,0,0,0,1,0,1,4,1,2,4,1,4,1,1,1,1,4,215678967023059648719018926875663962824555535478997143196320936722909142487076428671040205086089790150928171137800060864783540975905226706740850380249086615887089312815721005867476250,419.83910777724464
0,1,0,1,2,2,0,1,4,2,2,2,0,4,2,4,2,3,0,2,0,2,3,4,4,2,2,4,2,3,4,0,1,4,0,0,0,2,4,0,4,0,2,3,2,0,1,1,2,1,4610329274559698155407860554561300864557743871118698540685400253918883866270021646103866086074314303553932867707160822906398274079097419387150727501468629713207535461302177,395.2703501825914
1,4,2,3,1,4,0,1,3,3,1,0,4,2,0,2,4,0,4,2,2,1,1,1,0,2,1,1,1,4,1,1,4,3,0,3,1,4,1,3,4,4,1,1,0,0,2,4,0,0,198856522070479862877234465116821122998473857511688454188555327784092239721156493993648066896112037498923723716411023609019253063480167976966029315273894671288703550,378.31136863509755
4,3,2,4,2,1,0,3,0,1,4,1,3,3,2,2,1,4,0,4,2,0,4,1,2,2,1,4,0,3,1,3,0,2,2,3,0,4,1,4,4,3,3,3,4,4,0,0,2,4,37427918488177135434330473713377508035165541112002772833005092071473818224836402779252749451863336663405952217138412509140448062778713368758558904729578559954153832549508020777534698856297363472037200,459.5342653224023
2,1,2,4,4,2,2,3,2,0,1,2,3,1,3,3,4,3,0,2,2,3,1,3,4,1,2,3,0,0,4,3,1,3,4,4,3,2,0,2,0,0,1,3,2,3,0,2,0,1,730247594174609489384296341473338435771272081007006981399717635781999102506224259290249918286269611364945760811211274622882322179328986250878483716588627971149600216325192341889700,414.1509451066855
1,1,1,3,1,0,3,3,0,4,4,0,3,1,3,2,0,4,3,1,1,0,0,3,2,2,4,1,0,1,0,1,3,3,4,0,1,0,3,2,4,4,4,3,4,4,3,0,2,2,26397017716685390293591986978113984724465398178086079371767261459197352911844817427689223336665815720063084986076092108777751179071414540868900159594402900753760468376998287055044780731430,431.55407833538663
2,1,2,1,4,3,1,0,3,2,1,2,0,2,3,0,1,2,0,3,1,0,3,0,4,0,4,3,1,3,3,1,2,3,2,2,4,0,3,1,1,1,2,1,1,0,2,3,2,3,27738635562916662860703591694313921374954574831002959651948668551554571251994555155958808251752971392954598847907569727079373113283702748722972207579085056431325900,376.34161129208354
0,2,3,3,0,2,2,4,1,4,3,2,2,1,3,2,3,2,2,3,3,4,2,2,2,0,0,4,0,2,3,0,0,0,3,4,0,1,3,4,0,3,0,1,3,0,4,4,2,1,665812231318962351201186535097977780077659394240094575968870402976476136200562590140003747275424670648583763059778569342967831142840197831393904706782845865751111652061097035333625,414.05856915577886
3,1,1,3,2,3,4,2,1,1,0,2,1,2,1,2,0,3,0,2,2,2,4,1,4,1,4,0,3,1,0,0,3,4,3,4,0,1,3,3,3,4,3,4,0,3,1,4,3,1,303568497552170110720732030141627752564230102444011994484495591487569801512379831258525171018452334855725924744438592718009522682001354319984700304103241897986376665472860866119546748290972280,440.904189853009
3,0,1,3,0,4,3,4,3,2,1,2,2,3,2,3,4,2,0,3,3,3,3,4,3,4,2,2,2,4,4,3,3,1,4,2,4,2,0,0,1,0,2,0,3,4,1,3,1,3,225042368439371190777613680667736800758038021194906351418577337662584838219602035656329544180022538659374151120543134098345135223620002351111283056649985937238705877288811299793954177477092138152486595891154191640,488.959158217402
2,2,0,2,2,1,2,2,1,0,1,2,0,0,4,3,1,4,0,2,3,0,3,3,2,2,4,0,3,0,1,3,2,1,2,2,4,0,2,4,4,2,2,2,2,1,0,4,4,4,67645172013407863493468868394111031570920927637696755596681364758769456382272866949612173088978852465859905439364560822301313776277505506333526057071417029739203046568467054734559578996,425.58734800284674
3,2,0,4,4,3,2,2,4,3,0,1,3,4,3,1,2,0,0,3,0,1,0,0,4,2,4,0,3,1,1,1,1,4,1,2,1,3,0,2,2,4,0,1,1,3,0,0,0,4,463521360704537202301646659710457377753014297585270378067016333496795981582114894233404039818631747205250436655568802969645512657074426841825922945761379384,358.43437169769544
4,1,1,4,1,3,0,4,3,0,4,4,3,4,3,3,1,1,2,2,4,2,3,0,3,1,3,0,4,2,0,4,4,3,4,2,2,0,1,1,1,4,0,2,3,4,3,1,1,1,4345529293976896016572967181906082172813836995862879266559752960696241742982567499578584169278513251336005155736340128074115346177773916235257926147126960129934292660881698185408119976866820110859760,457.3809959809149
2,0,2,2,1,0,4,0,0,2,0,1,4,2,0,4,2,3,1,3,3,1,2,0,4,2,3,2,0,3,1,0,0,2,0,4,1,3,0,4,0,0,1,0,4,1,4,1,1,2,88382912394947677662196652181460530400546859191340360257162103048693113159107815335149019352046045561928562109176638227798213407301468325918474813633100,349.8694426013662
1,0,4,2,4,4,2,0,0,3,1,2,0,0,1,2,4,1,3,4,2,1,0,4,0,3,0,1,0,2,3,1,1,2,4,2,2,3,3,2,3,2,3,2,1,0,0,3,3,2,1649247267782527693118918681988547566875656729479517292178613749832570628071502649006476785698505793098080986923794050826454971505212620699635819850140873415477191080748750,394.24236988445887
4,3,0,2,2,3,2,0,3,2,3,4,3,0,2,4,4,2,0,0,0,0,4,4,4,1,4,0,1,3,4,3,0,4,1,3,4,4,4,1,1,1,1,0,0,1,1,1,0,0,8882719713679052882798932477257594665885612406077857345079167163364704907054564928520802046588746094062583138010273298077116066261728975813446528884847031399481633009932816,395.9261586861565
3,1,0,2,3,3,3,0,2,4,4,1,1,2,3,2,1,3,2,2,4,4,1,3,2,4,3,0,0,2,3,4,4,4,2,4,0,0,3,3,0,1,0,1,0,3,2,1,1,4,48207681127028820909787794722880640006166291040853896505820340831082924399188796829819758812847534380612631130265324780801541902764312114264442939981469759362828673659958829389513470124044216,439.06410094371677
4,2,3,1,4,4,1,2,3,4,4,3,2,4,1,2,0,0,4,4,1,1,1,1,1,4,2,4,3,4,2,0,4,2,0,4,3,2,0,4,2,0,0,4,4,1,2,0,0,0,19911500094083480169826973414146687358526123928139751634930022528565424172186708690786137752103170621707494507889788596142631771737238352733058014348781109980073735991758659303853874626000,431.27212475588146
3,2,2,4,1,4,2,3,0,0,4,4,3,2,3,3,1,4,1,3,3,1,1,3,1,3,1,0,4,0,1,1,1,0,1,0,3,1,4,4,0,4,1,1,4,1,0,4,4,3,65549259964438330491089249498112706909925001272834731293113516412603127265241063510719512722995839772807443773733172841232326729112596666335830485731368032596098025308064683227904864200,425.55587393842154
1,0,0,3,4,1,3,4,4,1,4,1,4,2,3,3,4,3,0,1,2,0,3,1,2,2,3,2,3,0,0,3,3,1,4,0,0,2,3,1,4,0,0,3,4,4,0,4,1,3,153617533484073617838438941470492316387374690768717548124396248610474697816167433429274534166041310186228266557364680176323030805540196052471301667288534595160567173251507524680061895758368446,440.2230485403605
0,3,3,4,3,1,1,4,0,2,3,1,3,3,3,3,2,3,3,3,1,4,4,2,4,4,4,0,2,4,0,0,4,0,3,0,4,1,4,3,2,0,0,1,4,3,1,2,4,0,4232830515250977412869052378718432107195223038437821210838058063988593331407590018418181168079569012401157092296031478047892143767736139561422250151604472677756535627354642715635577723538329155062079791125,471.1702298926024
4,3,2,1,3,4,1,2,3,3,0,4,2,0,0,3,4,4,1,4,1,4,4,1,1,4,0,4,4,1,0,3,2,1,1,4,0,3,1,1,1,0,4,2,0,0,1,4,0,2,2453117335460294407677719048096093602178142303512790316134208800677264158925134988204289800385368433456509481433751159170151182450436002127622046375824442745237106541226279516400,408.45492105753146
3,3,1,0,4,4,4,2,3,1,3,0,1,2,3,0,4,4,3,2,1,0,3,0,2,4,1,3,3,2,4,4,3,4,0,1,3,1,2,4,2,1,3,0,0,1,3,2,3,4,516710746552133380030670635126445553485081503892261557001046790998052232709233405505468398239956319782517827853023186550825227776825006373795714940204515407614610815788355873361536643046174991292786760,462.1593316463344
0,3,2,3,2,4,4,0,2,2,3,2,3,4,4,4,3,3,0,4,4,3,0,3,1,0,0,3,3,3,3,1,3,1,0,0,1,0,4,2,0,0,3,3,1,2,4,1,1,3,4714118751260084068910850595531292007856696378228337463099341786047412495773529438593100837819748262921306144354480923152441158781102402520054107134058524938154411528049409299363307009525,429.8313892922771
4,1,1,1,1,2,3,3,2,1,1,4,3,0,2,2,2,3,3,2,2,3,4,2,3,0,4,0,0,4,2,2,2,4,0,0,2,2,0,0,1,1,2,4,1,3,0,1,3,4,18439608156241037308080418543462954907447072521963275400975480674475343915848840651128377682560246671849863842924159708770223140362127955042650711705307560245149038248000978480,403.5643071492051
2,2,1,3,4,0,4,0,1,0,4,4,4,1,4,3,4,2,3,4,2,1,2,1,4,1,4,3,2,2,3,3,1,4,1,0,1,2,4,1,0,2,1,3,1,0,0,1,4,1,104460189578337596073624278836856751244881596568658607548840605365260366053673067915805947862544641297244741750701898173684168606056482739511070673034304033790729058820877369997335386989060,432.92963333474046
1,0,3,4,3,4,1,3,0,4,3,4,3,1,3,0,4,2,2,4,3,0,0,4,0,0,4,4,0,2,2,3,2,3,3,2,3,0,0,4,4,0,4,0,1,0,3,3,1,3,27926734664841327367335054718829310449063957657746204943226116311581694045562871073728932212559311862753020826335796651541511171929389071750458770184059193773621277687102013537755392860973457250,445.4259223165879
3,0,2,1,0,1,3,3,2,0,4,3,3,4,0,3,2,3,2,4,1,0,0,0,3,4,4,0,1,4,2,1,4,1,2,2,2,1,4,1,2,2,0,2,0,0,1,3,4,1,1048199029437419712904938072435546448002559998392491926425234550015752005870398201809991753284444435638317322955001149219965770875975958735679606537202527401578198587719239800,400.69687966241685
2,3,1,0,2,0,4,3,3,3,3,1,4,3,2,2,3,4,4,0,3,0,4,2,1,2,3,3,4,3,4,4,3,4,3,0,4,1,4,2,3,4,0,0,2,3,2,0,4,0,4816150248480748851162288708499238124630344310950266455803020300843703609989659530003552914486107377690575637079112324808210599953279721694582425298562904438187357888319562509141632896910732556653205100276061759543881740,505.8381102709901
4,1,0,0,0,4,2,3,2,0,4,4,3,1,1,0,1,2,1,1,2,2,3,0,4,3,3,2,0,2,0,4,0,2,2,2,4,1,2,0,4,2,1,1,2,2,3,3,2,4,22443016675454518651776054631232770404902396824972696905727699890708671906678059422863648455309421341821319348111632918603656419286357793496889449601942269905820205693381665720752,410.6685409645178
1,1,0,0,0,0,2,0,1,4,3,2,2,1,2,3,3,1,4,3,1,3,1,3,3,3,4,3,1,4,2,3,3,0,1,1,3,3,1,4,3,0,1,4,2,1,4,4,1,1,188614850278154158454813393451924093465474563504865765785253407276420684490005756338301447203638625224770628552372366789012972388375599903704444091882024428137999721918706915209735547933619263990894,454.2438002404833
1,2,2,3,3,2,4,0,0,4,0,0,4,1,4,2,0,4,0,3,3,1,4,0,3,0,1,3,4,0,3,3,4,2,2,3,4,0,1,1,4,2,3,0,0,4,0,3,1,3,187520330633107920877842736607908841465625099141919804319573158918454536446959356070548340782959763520360609069745573255879134219871494872795778798801660471846709993876642800711127010650,426.60695928748595
4,4,2,1,1,4,0,0,1,4,1,0,2,0,3,0,0,2,1,0,2,0,1,1,1,3,4,2,3,1,4,0,3,4,1,3,1,0,2,2,4,2,2,3,3,3,1,4,3,2,3312107900401747282461886032660981265584913908957879596743229803642673911284503639738147189600291977690792342909238334824275901985853642142530526232897633940900089666286335600,401.84739099558
2,4,4,3,2,4,2,0,4,3,3,0,3,1,4,2,2,2,3,4,3,0,0,3,3,2,1,3,4,0,0,4,1,4,0,3,1,3,2,0,0,3,0,4,0,3,3,2,3,1,205791540732372603885762153580681489375500712364994242585415733018255306735007753488761810747491820131379079706474054341542584621769101611648012883550892077087514270625846291409028662217500,433.6076910151346
4,1,1,4,1,3,2,3,3,3,3,0,1,4,3,1,0,3,1,1,0,2,2,0,4,4,1,0,1,0,3,4,1,2,0,1,0,4,1,1,2,4,1,3,0,3,0,2,2,0,4237663342031842752752032037709378547023622022338678702586686283162758643397383284661671288157793123694757780029517932773858249372578229143898408658796329680,360.647286525827
4,2,0,2,4,1,1,1,2,0,4,0,4,2,0,4,3,1,3,3,1,1,0,4,4,2,0,0,0,3,1,1,1,2,2,1,0,2,2,4,0,3,3,1,3,3,3,2,1,4,76270557715138887379157318605545944132042977810188114233190120416037352565015561081678893441815182723538985849002335969274318934443580114015533214188641415500010210267239184,398.0763378905101
0,4,1,3,1,2,3,3,1,4,1,3,4,0,0,3,3,3,4,1,0,2,2,4,4,4,4,0,0,2,4,2,3,1,3,0,4,1,3,2,0,4,2,0,0,2,3,3,4,4,19144880352246009189043050555164292721397595309744804344295881538076014125985151996272682212193701184668608876725634309456822385178397907275895184563085228367742558446379559048308476220632598516705113381565,472.6793943061388
2,1,0,1,1,0,0,0,1,3,0,0,0,0,1,4,3,2,4,3,4,2,4,2,4,0,3,0,4,1,2,0,3,3,3,2,2,1,3,1,2,3,4,0,2,2,3,2,2,0,27710061413302744313121677090137432879005343693478096950709942471973759341808984471487354832582099371568835090600304469218503696154430286431366277536005052824447046101371096036,403.971601756123
3,0,1,4,1,0,0,1,2,3,3,0,4,1,3,4,1,3,3,0,1,2,1,1,2,4,2,2,4,4,1,2,3,4,3,2,0,2,4,4,0,1,0,0,3,3,2,3,3,3,62942116352719447112027230805632857216205514521601542027166833609491279649287866330582679644395252609337375099837414780880634691379213806749335875822214792695197747102022371602853383933869783560,446.2385533708518
1,1,4,0,1,1,2,3,4,1,4,4,0,3,3,3,0,1,4,4,2,2,0,4,1,4,0,4,2,3,2,1,0,3,3,3,1,0,3,4,1,3,0,1,4,4,0,4,1,0,311912944400824213436907968679045093773684150202141247369810287688621180714164936063963342194085629480926559196442176994061366873728538253890074391051644599136608824018008993977970987587783750,440.93130670039324
4,4,4,1,1,2,1,2,4,4,0,2,2,4,1,4,1,1,2,0,3,4,1,3,0,4,2,1,3,3,4,4,0,3,2,1,1,2,0,1,2,3,3,3,2,3,1,0,0,2,1893464280668791522898687328327057097878880920304319849703964960586078223640677437310608491137798924286384624270512646286059631152369391709351623624107833870969941315760741708397710000,422.0114801219088
0,3,4,4,2,3,1,2,1,4,3,0,2,1,4,0,1,3,4,0,3,3,2,4,3,0,1,0,1,1,4,4,4,3,0,3,4,4,3,0,3,4,3,0,2,4,3,4,2,3,5475243193294818292832775079410305922991317559140598321640597110121390042286281128983358515357755515758901824145832314430901464255447250687650765595021255747496566564157223573913586923680241248865433742954485611819375,499.0586167802966
3,2,0,0,3,1,1,1,4,4,2,2,3,2,3,1,3,1,2,4,4,1,4,0,1,4,1,3,4,4,0,0,1,2,0,0,0,4,1,0,2,4,0,2,4,1,4,1,2,1,204786698723114223884460909410302272881786305122837588161724191347305799744511235081493116566299438643757676377502610020086171327733474182531713385302875667756886968400243938568,405.97177512437906
3,4,3,1,1,4,2,0,0,1,4,3,0,3,0,0,3,2,0,3,2,2,3,3,1,2,1,4,0,2,2,4,1,1,2,4,1,4,4,1,2,2,0,1,1,3,1,2,3,2,109470734717960567317862618055300600490721448685107569467723563372719443736619939508426439741335263010972444603824484115645195112029627154447939300656932409139086176760612679000,405.34546343164976
3,3,4,3,2,0,4,2,4,3,2,1,3,3,3,1,1,0,2,3,2,4,3,4,4,2,4,3,3,4,4,4,3,3,2,4,3,0,1,2,4,1,4,0,3,0,0,4,1,0,2875964345468411968164583064934000971526295371990090426290370533505229169516419101196155303410582326014256872068680966499007599666357467163141765126881774922753803868348801557930866026055148298610024172842834384038835000,505.32252340821384
3,3,2,0,4,0,4,3,3,1,0,1,1,2,4,0,0,2,3,3,4,2,2,2,0,3,2,1,0,1,1,4,4,3,1,2,1,3,0,3,0,4,3,2,4,2,4,3,2,1,204242609468718315268294656112076127534055703308065134955306839229744880867497013150337117627815301886032978721573118793129173126581820241957109646310796956840118288397734045966554303616600,433.6001358462263
4,0,3,4,4,4,2,2,3,2,2,4,2,0,0,4,4,0,4,4,4,1,0,1,0,1,0,3,1,3,1,3,2,1,4,1,1,3,2,2,3,3,0,0,2,1,0,0,1,2,121449687460805378240389576867059981314665639537581954035704780325200894495166139141529102733410853853427769965880508032779010903110828871104903265010974306781078926000,384.72604042606434
4,0,3,2,0,1,3,3,4,4,0,3,3,3,1,1,2,0,1,0,1,2,4,0,0,3,3,4,0,2,0,0,2,3,2,3,0,4,2,3,2,0,3,4,2,2,1,2,2,1,1292457183576113667969226556637894666635541387640583438565020030142523412598433751183419285159961612749771968064573792801097346343737397241037567179239387802816892715942000,393.99859610200656
1,2,0,4,0,0,4,3,3,0,0,3,2,3,0,4,3,0,0,2,0,3,0,2,3,0,1,1,3,2,0,4,0,3,4,0,2,4,2,3,1,1,2,1,0,4,3,1,4,3,253290376034013618636365147366396321903507752875723840887904399234271714434066428269352935182925156046044745352008961533244819404357850600456456579482600181453425639088414,392.3688321849468
3,1,0,0,3,3,0,2,3,4,0,4,4,1,0,4,2,1,2,0,1,1,0,1,0,1,4,2,3,3,1,2,3,0,3,0,1,1,1,0,2,3,2,3,0,4,3,3,2,1,354735652526752231484504302338789868855567500486852636067658919247985656143601546382780388346843885404113106605396980503234157746704094760450669052032937161390824,371.9824026573763
4,2,1,4,4,1,1,0,2,0,1,0,3,1,4,4,2,1,0,0,4,4,3,1,0,1,4,0,2,4,0,4,4,1,1,0,3,0,1,4,1,4,2,2,3,1,2,0,1,3,165188943728655746273289081573613534943517649312769650339568533609342703271949130226167012099864284123010997333465523367784012531029521528232164773122006579687879268912720,391.9413855552649
1,3,4,2,4,0,4,4,1,1,1,0,0,1,0,0,1,2,1,1,1,0,0,1,4,0,4,0,1,2,4,4,1,1,3,0,3,2,2,2,3,0,3,0,3,1,3,0,1,4,3256141330211206153643487577574239105605775112387371174291063486604735390528011815446502637330157805589729482655302121451074886128142469636290454483750,346.56830680238966
3,3,2,0,4,1,1,2,2,0,0,1,0,3,4,1,3,3,4,2,3,0,3,2,0,3,2,3,3,2,4,1,4,2,3,4,0,0,1,3,3,1,4,4,4,0,2,4,3,1,1377357764407737747268741865702033916420246340722836347511929494227557174410755962078986546748360545940538081755064691146874772767924566666062209083351772184623241785165322950688876319360784922730446200,463.1397706921885
0,4,2,1,4,3,4,2,2,4,0,1,4,2,0,4,3,0,1,2,4,4,0,2,2,0,1,3,3,4,4,4,3,0,0,3,1,0,4,4,3,1,3,4,2,4,3,4,0,4,3460729659677258538634989722577870177319806563790055964323071455910078319639496048497099857419315639237775232828493310730650588438279283554572682883012966516453427724898209175197422024199839895412967296990159197722775,498.5998595378503
